@relation transport

@attribute acc_energy numeric
@attribute acc_std_dev numeric
@attribute acc_var numeric
@attribute acc_skew numeric
@attribute acc_kurto numeric
@attribute acc_freq1 numeric
@attribute acc_freq2 numeric
@attribute acc_freq3 numeric
@attribute gyr_energy numeric
@attribute gyr_std_dev numeric
@attribute gyr_var numeric
@attribute gyr_skew numeric
@attribute gyr_kurto numeric
@attribute gyr_freq1 numeric
@attribute gyr_freq2 numeric
@attribute gyr_freq3 numeric
@attribute class {BUS, CAR, TRAM}
@data
27355.895326763857,0.9345328615145664,87335.16692506037,-151.84087347731506,5.9291467762890315,13.2,1.1,17.9,42.32725281383409,0.04216011180748263,177.74750276194362,1144.3542809655387,5.342706784980192,0.1,0.3,0.5,CAR
116529.00866465645,493.9384178193127,24397516059.78459,22293.463791990496,497.9996911984503,21.7,1.5,22.6,88.95661984809067,0.020159404450586678,40.64015878023339,703.473920668524,3.7165293826624652,0.1,1.2,19.6,CAR
32471.80302423658,493.9360347975339,24397280647.151066,22293.471815394852,497.9999292365909,14.4,11.7,12.4,141.06771306643395,0.020637211258930505,42.589448854572794,735.1122102791095,3.511208571703085,0.4,19.1,0.9,CAR
29309.887850104136,0.8080747708476728,65298.483528051875,-27.70081554047382,5.595981218774476,1.6,1.4,12.2,111.57741397482823,0.02887567534332607,83.38046265331691,1448.0927547133722,5.990080235091678,0.1,0.4,0.9,CAR
812008.2384266426,697.8268523864874,48696231591.163246,15716.335503763472,248.00347531830323,24.6,12.3,16.4,61.201044232461754,0.02497402703109187,62.370202614970744,322.72859880296716,2.826534604208154,0.1,0.6,16.6,CAR
17656.98698363849,0.565215384367863,31946.843072611107,165.03246158734314,4.224889514498166,13.2,1.5,2.2,87.22189637211387,0.016746030444767284,28.042953565707275,1039.935523167755,4.703791385710249,0.3,1.3,0.9,CAR
80646.60050877137,493.93640521512606,24397317239.684124,22293.481994765694,498.0002312050322,13.6,13.4,15.0,136.76559884601147,0.021985785684684393,48.33747721728732,1685.7557410826512,8.29715164995648,1.1,0.7,15.7,CAR
200230.94293719623,697.8304370781053,48696731891.26194,15716.316945794495,248.0030878847073,18.1,13.8,22.4,188.7379141862766,0.034213620508144346,117.05718282753153,5682.723956166206,55.51706394720292,0.8,0.4,0.6,CAR
11155.520951433573,0.9487324499773463,90009.32616400177,101.83347216766548,2.8646000571468044,2.2,1.4,22.0,81.04628079763643,0.02629689803801243,69.1526846421622,915.5503603419771,4.069133390389544,0.1,5.4,3.9,CAR
30730.973321624333,0.7137423636193747,50942.816162497176,-68.6759598507169,2.583273436891756,24.7,19.3,19.8,73.69105325949477,0.021198050271695926,44.93573353213477,787.818681583931,3.7677405351922437,1.2,5.5,0.3,CAR
24762.414341239495,0.7444063543036509,55414.08203276527,168.22340794057777,4.366655148459184,2.0,1.3,1.8,91.8709552877317,0.02420552196112425,58.590729341046845,692.8225322677969,3.8294734230247696,0.1,0.5,0.9,CAR
215152.34038815834,853.8056220260738,72898404020.33308,12793.441591557174,164.67233504156732,21.3,7.4,13.9,83.68306048112117,0.02662807098905654,70.90541645982344,1050.8266177855105,5.804789223242734,0.3,0.1,0.5,CAR
95923.26932761353,493.93358454867604,24397038594.51041,22293.461544455036,497.9996245094514,13.9,14.9,21.9,142.59426972529354,0.029094020338196205,84.64620194393744,1479.5318464838565,6.576143226402292,0.2,0.7,1.1,CAR
23092.638912203256,0.3138219811320789,9848.423584166285,1458.423850208038,7.099637187665044,0.1,0.5,1.2,40.03741782554471,0.009520730101272913,9.064430166128414,1163.8872640304855,5.553129916615297,0.1,0.5,0.8,CAR
17159.60706860642,0.34918151270578784,12192.772881550227,729.2219173451035,4.937412591125376,0.1,2.1,23.1,40.523140398818214,0.021488675245947463,46.176316382579515,2274.17859838964,10.738271500943325,0.2,1.1,0.8,CAR
137632.1279167314,493.9296241230769,24396647358.636402,22293.44346021713,497.9990879856758,1.6,1.8,2.7,1010.3029524088925,0.13949825551348294,1945.9763291304976,-356.91029216110695,1.9356905970646698,0.1,0.5,0.8,CAR
37658.76499528531,493.9353664263744,24397214620.675674,22293.496453469208,498.0006601327666,13.6,1.6,2.0,9.08995101411847,0.03189082169305833,101.70245082584397,2241.8276749233814,9.384141543119393,0.2,0.4,0.6,CAR
3765.876499528531,0.37554631083081524,14103.503157863528,-0.7607637932812151,2.9595281883841342,1.3,24.1,1.0,22.343238370581275,0.016042576511940444,25.736426114146322,1002.96745797089,4.673628310763927,4.4,0.2,0.4,CAR
19930.723738070814,0.4147749294650512,17203.824211273815,237.80225235752997,2.9582835770970632,12.6,12.4,1.5,170.69679003611782,0.016130597893921756,26.0196188415393,684.5752438919326,4.076685732721522,0.2,0.4,7.2,CAR
232276.42031997675,493.9368999184102,24397366110.100956,22293.52179926168,498.0014120040806,12.0,11.7,1.6,128.02259252708836,0.014382335760268396,20.685158192109512,608.3114770053381,3.0538546088792455,5.2,0.5,20.7,CAR
5542.233338928781,0.3572770131254242,12764.686410782455,-64.60788409112246,3.067262596917161,2.7,17.6,11.7,48.225312632155244,0.014982880968474643,22.448672211547965,614.5480176669151,3.1361838959184722,0.9,4.9,2.4,CAR
5222.489107836736,0.38540595232962677,14853.774809110653,-92.07587741068708,3.787566831581376,2.9,1.1,4.6,190.95836023552695,0.015582737549361323,24.28217095322753,911.6275589269244,3.561887627422623,2.7,0.6,0.1,CAR
31867.841698840493,0.3393832700717791,11518.100400461415,-43.867038044376415,3.234317205550544,0.2,2.0,1.8,1421.640583032513,0.09232143056376566,852.3246541340203,-127.18573992863807,2.176015079873242,0.2,0.4,0.7,CAR
29771.740628348198,0.41575959963959697,17285.6044692478,171.39179057737186,2.8610690548285995,0.1,4.4,23.7,339.0343561449072,0.06637815402218478,440.6059331392886,1978.2969303752434,5.743942176450678,0.1,1.0,1.3,CAR
82209.79452744359,493.9361827739022,24397295265.32537,22293.522041841225,498.00141920008986,1.2,2.3,1.7,81.8789480661053,0.01549369277058309,24.005451566921874,664.6584963808036,3.0220560179076474,0.8,0.3,3.4,CAR
17479.351299698465,0.39271589876419416,15422.57771421688,-125.97219110072596,2.731529594064487,2.0,1.2,20.3,16.44517855226013,0.015062294266232295,22.687270856257427,570.2645481931662,3.054770705174925,1.6,0.2,1.4,CAR
9947.598300641404,0.41688663283719923,17379.446463833778,-33.57365007664906,3.125968524434855,13.6,0.1,1.7,18.87379141862766,0.01568452369674078,24.6004283593623,715.256781550673,3.4591278232468996,0.3,2.7,1.4,CAR
710.5427357601002,0.46132540825872975,21282.11323050837,507.3774258266792,6.459810844267974,12.9,12.5,13.3,26.229018956769323,0.016277807302855617,26.49670105888996,802.4267819472306,6.718307482477828,0.1,0.5,1.0,CAR
36095.57097661309,0.4312707654405345,18599.44731236645,-66.43987448995348,2.964128304074745,19.2,12.3,12.7,166.11712005953905,0.015312228208549572,23.446433271070127,971.4098068209221,4.307082841035798,0.3,0.5,0.8,CAR
36344.26093412913,0.43292970269982706,18742.812747976062,66.14145119843172,3.4574352091127754,13.1,12.6,1.0,174.16623698807146,0.016281200580741357,26.507749235033266,42.58049663242432,2.819396630066662,0.1,0.4,1.6,CAR
30979.663279140368,0.45880678869269026,21050.36693504989,-112.61185893027832,3.2090137514117445,1.8,1.5,2.0,25.465740627339528,0.019076960719012867,36.393043027476,537.7104355768877,3.06657319757689,0.1,0.4,1.2,CAR
22915.00322826323,0.4239618927946825,17974.368654204987,-440.9706729716412,7.9568931446592055,15.8,11.5,13.4,46.5599780952175,0.01832325209191607,33.57415672239067,688.6648656917764,3.328736563159899,0.4,8.0,0.1,CAR
33217.872896784684,0.5269470121366813,27767.31535997757,474.73946686576363,4.684612845690761,0.1,2.1,1.9,118.79386363489175,0.1631451247738231,2661.6331737466303,1072.1868281122415,2.4259569185425462,0.1,0.5,0.7,CAR
30766.500458412338,0.4353630336653236,18954.097108227368,204.23134377214365,3.6621572880230495,22.0,1.3,1.9,256.322740810333,0.07563840456452106,572.116824506616,3917.787455652276,18.288185611245012,0.1,1.2,1.7,CAR
53894.66650740361,0.4074527844710165,16601.777157318465,-5.154960676117078,3.3015165000421653,12.1,11.9,4.0,132.81042932078435,0.014900219591659557,22.201654387967533,933.6564145098265,4.340869460373902,5.7,3.6,0.2,CAR
53148.596634855494,493.93476414132584,24397155122.73472,22293.508304880244,498.0010116981104,11.3,2.6,12.6,187.90524691780774,0.01629372509478365,26.548547746438246,912.1583574185333,3.9142490934917777,1.2,0.1,4.8,CAR
13464.784842653899,0.45542565418289266,20741.25264879157,174.83595220643892,3.15493995325835,14.5,0.1,15.2,106.78957718113224,0.025972612691938325,67.45766100454357,557.9072858484886,2.5489837507876585,0.1,0.4,0.9,CAR
11795.009413617663,0.46939137085456906,22032.82590327316,227.9172973274585,6.097684130716755,12.4,12.2,22.1,44.0619762898109,0.020418809715682676,41.69277902052572,2187.9361715660725,10.695673524830925,0.9,0.7,0.5,CAR
21458.390619955026,493.9343774663127,24397116924.303387,22293.515207830536,498.0012164731733,12.5,1.4,20.5,105.81813203458525,0.01514114315442721,22.925421602285795,423.8510625433976,4.594943812270077,0.1,1.4,0.5,CAR
82422.95734817162,493.9336550616966,24397045560.260704,22293.508720298425,498.0010240093305,1.9,1.6,0.4,484.8899060050372,0.1223029682547381,1495.8016043919474,54.3354264523259,1.5403938612912458,0.1,0.6,0.4,CAR
3232.969447708456,0.9650355522238482,93129.36170559877,691.2517289003797,9.346054393963067,2.3,1.6,1.3,521.6660436957454,0.07171628900149322,514.3226108145697,2642.57344004101,9.958986802832028,0.1,0.4,2.4,CAR
532.9070518200751,0.5554344046757318,30850.737789748455,-280.9099275352077,3.926154366593041,1.7,21.1,23.7,303.6459972349803,0.09152128195532215,837.6145050745575,394.621579599472,1.4222662021475645,0.1,0.4,0.7,CAR
1456.6126083082054,0.28098865749921575,7895.462564321157,543.8958291556593,3.828556266138315,0.1,24.8,0.3,811.0179194886769,0.10472922162787607,1096.8209862780784,736.2223656447494,2.6199386715925597,0.1,0.5,1.2,CAR
20126.122990404838,0.920936455765241,84812.39555574437,-7.427495417594647,5.507348039412507,1.4,11.5,11.8,232.45294578089215,0.033770149298127945,114.04229836178516,1545.9204575758463,7.752758554959485,0.4,0.2,0.7,CAR
10800.249583553523,0.5732213455587937,32858.2711004234,-9.391192757507277,3.351632850092634,1.6,24.8,2.4,4.440892098500626,0.12902490776773423,1664.7426824472327,1058.8866083321852,2.4135620332376075,0.1,0.5,1.6,CAR
8171.241461241152,0.9700468625136968,94099.09154726668,254.25449330452477,4.594052782238395,1.7,1.1,12.0,20.816681711721685,0.10698779635454149,1144.6388568800842,1488.2765614093753,4.20735483399692,0.1,0.5,0.8,CAR
33111.29148642067,1.005010926127767,101004.6961636192,92.7822199255591,3.7534609758273603,1.8,12.5,1.0,289.76820942716586,0.06723839236943562,452.1001408426177,493.24455345239267,3.651059705713691,0.1,0.4,1.0,CAR
77591.26674500294,697.8295542076278,48696608672.561646,15716.280626314301,248.00233002183154,24.2,24.6,12.5,451.86077102243877,0.06945900635934178,482.4553564427083,1383.0260392742696,4.866517236535512,0.4,0.1,1.2,CAR
9237.055564881302,1.2707823007396701,161488.76558732096,-34.256371938882126,3.4197513671141446,13.4,3.4,16.9,142.66365866433262,0.045894976875857994,210.634890243554,907.9623961835766,4.015371784782014,0.6,0.2,3.6,CAR
43716.141817640164,0.8056555000966223,64908.078483593854,-162.22739958344908,3.5393152273747726,2.1,1.4,2.9,587.3079800267078,0.16774075828610158,2813.6961990396353,726.6716652125334,1.845159395923614,0.1,0.4,0.9,CAR
370050.6567838602,697.82830475191,48696434291.29246,15716.319598359902,248.00314337483746,22.9,2.1,18.7,105.74874309554616,0.05957946206119129,354.9712299500932,409.9302877737119,1.9287056524380994,0.1,0.5,0.9,CAR
10196.28825815744,0.5241584414291994,27474.207172148745,-19.95170539025572,3.5837473829616315,1.6,2.0,24.8,182.63168755083825,0.16670947242172002,2779.2048195128227,-643.47329363095,1.8954195405637322,0.1,0.5,2.3,CAR
4973.799150320702,0.5238176986762072,27438.49814464378,-206.84635535536717,3.6420439870352244,24.9,2.7,1.8,263.8167462265528,0.03013528179311692,90.81352087505641,1470.6885852011385,6.365399889292805,0.3,0.7,1.0,CAR
17124.079931818414,493.93586664711387,24397264036.043545,22293.461082802572,497.9996108281557,20.0,12.1,18.3,67.02971511174383,0.04311114619709905,185.85709264276477,1077.92136406377,4.063626061208593,0.2,1.7,0.6,CAR
18722.80108727864,0.6659037019446483,44342.7740263587,-105.35378132757005,3.283516235149622,20.2,2.1,14.0,55.92748486549226,0.042660469934937044,181.99156950696678,1036.1064413842344,3.8092113089601276,3.1,7.0,0.8,CAR
497.37991503207013,0.812320575723123,65986.4717743146,79.4975431519103,3.2863550206717416,14.2,19.6,18.8,58.56426454897701,0.05534418479310956,306.29787904138595,1279.1844334179427,4.96305330406508,0.7,0.9,0.4,CAR
106.58141036401503,0.5515820636894948,30424.277298396195,24.584192765899783,3.0715443329384993,1.8,21.9,14.3,102.41807402167069,0.0399528590950847,159.6230949871692,1382.3178015935648,5.622765124767937,0.1,0.3,1.2,CAR
2877.6980798284058,0.5655564750942326,31985.412652101335,7.960446417866407,2.959230533906641,2.7,20.5,22.0,434.6523141407488,0.039877730348158516,159.02333777204424,919.6734451725607,3.9505750738138277,0.1,0.4,22.7,CAR
4583.000645652646,0.594784944731676,35376.91304794629,68.76908399373421,2.754230455559079,1.7,2.3,15.2,152.79444376403717,0.03787192991393179,143.42830754057616,1187.06179481624,4.331711184080117,6.3,0.2,1.7,CAR
21476.154188349028,0.8305423557240679,68980.06046516841,243.77169627639142,4.4584053059227395,12.4,13.0,18.1,72.02571872255703,0.05254187655592851,276.06487920184304,1402.2564149774885,5.4396099434385965,0.1,0.5,5.0,CAR
15347.723092418164,1.3850757500616484,191843.4833408838,474.0485096247077,6.356810635264901,11.9,1.2,12.1,65.78071420904053,0.10788130012729732,1163.8374917156002,2674.7772489687995,12.296657204047547,0.1,0.7,3.3,CAR
29700.686354772188,1.452696282455672,211032.6489060529,573.7950709011759,6.491382494633366,13.4,16.9,11.1,618.3942247162122,0.14615478576255422,2136.122140129812,2718.275337119595,11.843931661580429,0.1,0.5,2.3,CAR
240589.77032836992,493.9419409857274,24397864106.474777,22293.26444790009,497.9937775171491,14.5,12.7,14.3,672.7951529228449,0.1141200726864763,1302.3390989966633,1819.504706629981,7.3440840456492635,0.5,0.3,1.0,CAR
13358.203432289883,493.93927485856653,24397600724.780655,22293.438520258896,497.99894148750514,1.5,20.5,18.9,158.7618925213974,0.05337285205066838,284.86613360225357,1329.0831351761701,5.1323112938298205,0.1,0.7,6.3,CAR
15454.304502782179,0.9301802134580702,86523.52295089011,40.73700600470883,4.752387948563338,1.9,1.7,14.5,420.21941482062175,0.06436136880331428,414.2385794236236,2156.317770115728,12.370853327779464,0.1,2.8,2.6,CAR
31228.353236656403,0.7426627882556892,55154.80170597147,-66.9765146042205,3.4035668226181515,13.7,20.8,13.3,414.66829969749597,0.06257856665944732,391.60770051508916,616.2973759283179,2.284092347383368,0.1,0.6,0.8,CAR
22559.73186038318,0.520360577250665,27077.513035664524,105.12359471836474,2.9715454080447925,19.4,21.4,19.6,408.14573942782323,0.033943585336127874,115.21669854709954,1459.6885278023994,5.657396715864408,0.1,0.9,0.3,CAR
8419.931418757187,0.5293719627215141,28023.467491562813,25.69767638093891,3.1460684686847697,2.4,21.2,22.7,3.885780586188048,0.030467847641975358,92.82897399346234,1323.9629813634435,5.255548041539649,0.3,0.1,1.6,CAR
2238.2096176443156,0.6328892012104238,40054.874100876834,-117.2148052782431,2.6606399849242677,1.4,4.8,1.2,105.19363158323358,0.03527311639447463,124.41927401781547,1091.1026903653942,5.243302614968706,0.3,0.7,6.8,CAR
11191.048088221578,1.0752810526640586,115622.93422183259,313.0752942985359,7.101785578409991,15.7,18.4,13.2,57.17648576819557,0.11172123957873932,1248.163537301007,3524.357347911591,18.763702841071595,0.1,0.4,2.1,CAR
30624.391911260318,1.0954588701263344,120003.01361384653,69.3763988372412,4.263224080351117,2.2,1.7,15.3,653.6438057480609,0.06644349785447252,441.4738407137295,1282.3461920964874,4.897971827079324,0.1,0.4,1.0,CAR
20108.35942201084,0.5691871597393117,32397.402281210463,114.47701480964001,4.251604801564031,13.9,13.7,1.1,97.69962616701378,0.036141163000380436,130.61836630200676,1503.5708616080676,6.369636968983026,0.1,13.5,5.8,CAR
5506.706202140776,0.2659570374390002,7073.314576332974,2.977265109065951,2.7276016760973176,24.7,24.9,1.9,157.7210584358113,0.01788080032149826,31.972302013729234,1331.2826408791077,5.636768193347682,24.7,2.2,0.2,CAR
16981.971384666394,0.43373519218567386,18812.621694034344,109.8445043980627,3.562028259982327,11.4,3.2,13.2,214.2730437526552,0.02608907478745649,68.06398232654979,1644.0671176093767,7.092018720111132,0.1,1.7,3.3,CAR
25970.33699203166,0.3653970387897138,13351.49959562916,114.61108488353076,3.350139385420191,14.7,14.1,19.7,100.19762797242038,0.02456618036183756,60.34972175703333,1550.4546044406445,7.561127630577466,0.1,0.4,2.1,CAR
15987.211554602254,0.2178387417075713,4745.371738873797,77.61334556880584,2.788323142327504,23.8,24.5,24.3,10.928757898653885,0.014049439438071444,19.738674852403722,1483.5739659541819,6.506547988051773,0.2,0.5,24.5,CAR
1350.0311979441904,0.10047656530346949,1009.5540175182368,119.8787246484801,2.5880978037915576,24.4,22.0,24.6,51.93762087074561,0.006273545641435455,3.9357374915173797,314.1119468368429,3.0994844609083687,24.4,24.2,22.9,CAR
32471.80302423658,0.7655188689187473,58601.91386706383,482.58859314002353,10.20005258056998,0.1,12.8,12.2,860.4228440844963,0.1394343823852064,1944.1946991143957,627.3463456026655,2.417792308928758,0.1,0.6,0.8,CAR
35544.90035639901,0.877388921291145,76981.1319204439,16.834159645142105,4.389045895838556,1.8,19.1,0.6,248.27362388180066,0.05766057616896435,332.47420441369394,1818.6625910198063,8.214009142600066,0.2,0.8,1.6,CAR
12860.823517257813,0.9464657726227144,89579.74587463116,368.6251165115361,4.947352144104741,1.9,1.3,19.1,209.8321516541546,0.054326936462339534,295.14160253830767,2176.3980255916854,9.512279112336024,0.1,0.3,1.4,CAR
30482.283364108298,493.94007478019273,24397679747.386234,22293.363503207136,497.9967160083545,12.3,1.9,21.4,0.0,0.09667438347596634,934.5936420458194,3681.2436996365523,22.427899324529267,0.1,0.8,1.0,CAR
15347.723092418164,0.6652633190681038,44257.52836975096,176.11622454563013,3.228135440421294,13.4,1.8,20.4,534.711164235091,0.03762344642797898,141.55237211190038,1627.3174311242342,7.099047660913405,0.1,6.7,0.9,CAR
27711.166694643907,0.9320661856977658,86874.7374521182,-334.1872106948349,5.671578310634823,1.8,17.6,2.1,588.9733145636455,0.06736427694873018,453.79458088252204,3194.943072961687,18.900187509354705,0.1,0.9,0.5,CAR
13891.110484109959,3.798340848000075,1442739.319758593,1787.4227620439115,12.27114521064472,13.5,12.7,14.1,2170.486013142181,0.30003689754077967,9002.213988589632,4496.608915505615,34.20793473036325,0.2,0.5,0.9,CAR
13677.947663381929,1.8322098389619144,335699.2893988844,-48.39479105530535,3.046226868964219,1.5,0.7,2.6,970.3349235223868,0.21376901703068835,4569.719264226673,670.2240671739893,2.132424049911826,0.1,0.9,12.8,CAR
